case_id,part_id,item_no,sentence_id,source_text,sentence,ai_start_ym,ai_end_ym,ai_unknown,ai_tm,ai_timeblock_id,ai_timeblock_start_tm,ai_timeblock_end_tm,ai_iso_range,ai_crossdoc_used,ai_crossdoc_source_timeblock,ai_oti_exists,ai_oti_text,ai_sink,ai_sink_reason,ai_interlude,ai_interlude_reason,ai_agent_note,participant_start_ym,participant_end_ym,participant_unknown,participant_notes,accepted_ai_without_edit
H-C5,H-C5a,10,8.18.3,高祖本纪,怀王的老将都说：“项羽为人轻捷而凶猛，狡诈而残忍。项羽曾经攻打襄城，襄城没有留下一个活人，全都活埋了。所经过的地方，无不残杀毁灭。况且楚军多次进兵攻取，（没有获胜，）以前陈王、项梁都失败了。不如另派宽厚长者，以正义为号召，向西进发，把道理向秦父老兄弟讲清楚。秦父老兄弟苦于他们君主的统治很久了，现在如果真能得到宽厚长者去关中，不加欺凌暴虐，应该能够拿下关中。而今项羽剽悍，不可派遣。只有沛公向来是宽大长者，可以派遣。”,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,11,8.18.4,高祖本纪,终于没有答应项羽，而派遣沛公西进攻取秦地。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,12,8.18.5,高祖本纪,收集陈王、项梁的散兵，路经砀，到达成阳，与杠里的秦军对垒，打败了秦军的两支部队。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,13,8.22.8,高祖本纪,沛公派人与秦朝官吏巡行县城乡间，告谕百姓。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,14,8.22.9,高祖本纪,秦地的百姓大为高兴，争先恐后地拿出牛羊酒食款待士兵。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,15,8.22.10,高祖本纪,沛公又谦让不肯接受，说：“仓库的谷子很多，不缺乏，不愿破费百姓。”百姓更加高兴，唯恐沛公不做秦王。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,16,8.23.1,高祖本纪,有人劝沛公说：“秦地比天下富足十倍，地势好。如今听说章邯投降了项羽，项羽就给了雍王的封号，称王于关中。现在即将来到关中就国，你沛公恐怕不能占有这个地方了。应赶快派兵把守函谷关，不让诸侯军进来，逐渐征集关中兵，以加强实力，抵抗诸侯兵。”,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,17,8.23.2,高祖本纪,沛公赞成他的计策，照着做了。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,18,8.23.3,高祖本纪,汉元年十一月间，项羽果然率领诸侯军西进，想要入关，而关门闭着。,-0206-11,-0206-12,,汉高祖元年十一月,8.23.3,-0206-11,-0206-12,-0206-11-01to-0206-12-01,,,1,汉元年十一月间,,,,,Agent TimeBlock=8.23.3; TM=汉高祖元年十一月; Granularity=2. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0206-11,-0206-12,,,
H-C5,H-C5a,19,8.23.4,高祖本纪,听说沛公已经平定关中，大怒，派黥布等攻破了函谷关。,-0206-11,-0206-12,,汉高祖元年十一月,8.23.3,-0206-11,-0206-12,-0206-11-01to-0206-12-01,,,,,,,,,Agent TimeBlock=8.23.3; TM=汉高祖元年十一月; Granularity=2. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0206-11,-0206-12,,,
H-C5,H-C5a,20,8.23.5,高祖本纪,十二月间，就到了戏水。,-0206-12,+infinity,,汉高祖元年十二月,8.23.5,-0206-12,+infinity,-0206-12-01to+infinity,,,1,十二月间,,,,,Agent TimeBlock=8.23.5; TM=汉高祖元年十二月; Granularity=2. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0206-12,+infinity,,,
H-C5,H-C5a,21,8.23.6,高祖本纪,沛公左司马曹无伤听说项王发怒，,-0206-12,+infinity,,汉高祖元年十二月,8.23.5,-0206-12,+infinity,-0206-12-01to+infinity,,,,,,,,,Agent TimeBlock=8.23.5; TM=汉高祖元年十二月; Granularity=2. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0206-12,+infinity,,,
H-C5,H-C5a,22,8.23.7,高祖本纪,要攻打沛公，派人告诉项羽说：“沛公想要称王关中，令子婴为相，珍宝被他全部占有了。”,-0206-12,+infinity,,汉高祖元年十二月,8.23.5,-0206-12,+infinity,-0206-12-01to+infinity,,,,,,,,,Agent TimeBlock=8.23.5; TM=汉高祖元年十二月; Granularity=2. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0206-12,+infinity,,,
H-C5,H-C5a,23,8.23.8,高祖本纪,打算以此求得封赏。,-0206-12,+infinity,,汉高祖元年十二月,8.23.5,-0206-12,+infinity,-0206-12-01to+infinity,,,,,,,,,Agent TimeBlock=8.23.5; TM=汉高祖元年十二月; Granularity=2. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0206-12,+infinity,,,
H-C5,H-C5a,24,8.23.9,高祖本纪,亚父劝项羽进攻沛公。,-0206-12,+infinity,,汉高祖元年十二月,8.23.5,-0206-12,+infinity,-0206-12-01to+infinity,,,,,,,,,Agent TimeBlock=8.23.5; TM=汉高祖元年十二月; Granularity=2. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0206-12,+infinity,,,
H-C5,H-C5b,25,7.8.9,项羽本纪,沛公、项羽离开外黄攻打陈留，陈留坚兵固守，不能攻下。,-infinity,-0206-10,,,7.8.9,-infinity,-0206-10,-infinityto-0206-10-01,,,,,,,,,Agent TimeBlock=7.8.9; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-infinity,-0206-10,,,
H-C5,H-C5b,26,7.8.10,项羽本纪,沛公、项羽互相商量说：“如今项梁的军队垮了，士卒恐惧。”,-infinity,-0206-10,,如今,7.8.10,-infinity,-0206-10,-infinityto-0206-10-01,,,1,如今,,,,,Agent TimeBlock=7.8.10; TM=如今; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-infinity,-0206-10,,,
H-C5,H-C5b,27,7.8.11,项羽本纪,于是就领兵同吕臣的军队一起向东进发。,-infinity,-0206-10,,如今,7.8.11,-infinity,-0206-10,-infinityto-0206-10-01,,,,,,,,,Agent TimeBlock=7.8.11; TM=如今; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-infinity,-0206-10,,,
H-C5,H-C5b,28,7.8.12,项羽本纪,吕臣驻扎在彭城东面，项羽驻扎在彭城西面，沛公驻扎在砀。,-0206-10,+infinity,,汉高祖元年,7.8.12,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.8.12; TM=汉高祖元年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,29,7.9.1,项羽本纪,章邯已经打垮了项梁的军队，以为楚地的敌人不用担心了，就渡过黄河攻打赵地，大破赵军。,-infinity,-0207-10,,,7.9.1,-infinity,-0207-10,-infinityto-0207-10-01,,,,,,,,,Agent TimeBlock=7.9.1; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-infinity,-0207-10,,,
H-C5,H-C5b,30,7.9.2,项羽本纪,这个时候，赵歇为赵王，陈余为将，张耳为相，都跑进了巨鹿城。,-infinity,-0207-10,,,7.9.2,-infinity,-0207-10,-infinityto-0207-10-01,,,,,,,,,Agent TimeBlock=7.9.2; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-infinity,-0207-10,,,
H-C5,H-C5b,31,7.9.3,项羽本纪,章邯命令王离、涉间围攻巨鹿，章邯驻扎在巨鹿南面，修筑甬道输送粮食。,-infinity,-0207-10,,,7.9.3,-infinity,-0207-10,-infinityto-0207-10-01,,,,,,,,,Agent TimeBlock=7.9.3; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-infinity,-0207-10,,,
H-C5,H-C5b,32,7.9.4,项羽本纪,陈余作为将领，统率士卒数万人驻扎在巨鹿的北面，这就是所说的河北之军。,-infinity,-0207-10,,,7.9.4,-infinity,-0207-10,-infinityto-0207-10-01,,,,,,,,,Agent TimeBlock=7.9.4; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-infinity,-0207-10,,,
H-C5,H-C5b,33,7.10.1,项羽本纪,楚军在定陶打了败仗，楚怀王很恐惧，从盱台前往彭城，合并了项羽、吕臣的军队亲自统率。,-0207-10,-0207-10,,,7.10.1,-0207-10,-0207-10,-0207-10-01to-0207-10-01,,,,,,,,,Agent TimeBlock=7.10.1; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0207-10,-0207-10,,,
H-C5,H-C5b,34,7.10.2,项羽本纪,以吕臣为司徒，用他的父亲叶青为令尹。,-0206-11,-0206-11,,,7.10.2,-0206-11,-0206-11,-0206-11-01to-0206-11-01,,,,,,,,,Agent TimeBlock=7.10.2; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-11,-0206-11,,,
H-C5,H-C5b,35,7.10.3,项羽本纪,以沛公为砀郡长，封为武安侯，统率砀郡的军队。,-0206-11,-0206-11,,,7.10.3,-0206-11,-0206-11,-0206-11-01to-0206-11-01,,,,,,,,,Agent TimeBlock=7.10.3; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-11,-0206-11,,,
H-C5,H-C5b,36,7.11.1,项羽本纪,以前宋义所遇到的齐国使者高陵君显还在楚国的军队里，他见到楚怀王说：“宋义断定武信君的军队一定失败，过了几天，他的军队果然失败了。军队没有开战而先看到了失败的征兆，这可说是懂得军事了。”,-0206-11,-0206-11,,,7.11.1,-0206-11,-0206-11,-0206-11-01to-0206-11-01,,,,,,,,,Agent TimeBlock=7.11.1; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-11,-0206-11,,,
H-C5,H-C5b,37,7.11.2,项羽本纪,楚怀王召见宋义，和他商量事情，大为高兴，因此委任为上将军，项羽为鲁公，担任次将，范增为末将，去援救赵国。,-0206-11,-0206-11,,,7.11.2,-0206-11,-0206-11,-0206-11-01to-0206-11-01,,,,,,,,,Agent TimeBlock=7.11.2; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-11,-0206-11,,,
H-C5,H-C5b,38,7.16.3,项羽本纪,等到秦军投降了诸侯军，诸侯军的官兵乘战争胜利的机会，像对待奴隶和俘虏一样地驱使他们，随便折磨侮辱秦军官兵。,-0206-10,+infinity,,如今,7.16.3,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.16.3; TM=如今; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,39,7.16.4,项羽本纪,秦军官兵多在私下议论说：“章将军等欺骗我们投降诸侯军。如今能够入关破秦，（当然）很好；如果不能，诸侯军俘虏我们东去；秦势必把我们的父母妻子全部处死。”,-0206-10,+infinity,,如今,7.16.4,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.16.4; TM=如今; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,40,7.16.5,项羽本纪,诸侯军的将领们暗中听到了他们的打算，报告了项羽。,-0206-10,+infinity,,如今,7.16.5,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.16.5; TM=如今; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,41,7.16.6,项羽本纪,项羽就找来黥布、蒲将军商量说：“秦军官兵还很多，他们心里不服，到了关中不听从命令，事情必然岌岌可危，不如杀掉他们，而只与章邯、长史司马欣、都尉董翳一起入秦。”,-0206-10,+infinity,,如今,7.16.6,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.16.6; TM=如今; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,42,7.16.7,项羽本纪,于是楚军夜间把秦军士卒二十多万人处死掩埋在新安城南。,-0206-10,+infinity,,如今,7.16.7,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.16.7; TM=如今; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,43,7.17.1,项羽本纪,项羽将要攻取秦关中地带。,-0206-10,+infinity,,如今,7.17.1,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.1; TM=如今; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,44,7.17.2,项羽本纪,函谷关有兵把守，不能进去。,-0206-10,+infinity,,如今,7.17.2,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.2; TM=如今; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,45,7.17.3,项羽本纪,又听说沛公已经攻破咸阳，项羽大怒，派当阳君等扣关。,-0206-10,+infinity,,如今,7.17.3,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.3; TM=如今; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,46,7.17.4,项羽本纪,项羽便进入了函谷关，到达戏水西岸。,-0206-11,+infinity,,汉高祖元年,7.17.3,-0206-11,+infinity,-0206-11-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.3; TM=汉高祖元年; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-11,+infinity,,,
H-C5,H-C5b,47,7.17.5,项羽本纪,沛公驻军霸上，没有能够和项羽相见。,-0206-10,+infinity,,汉高祖元年,7.17.5,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.5; TM=汉高祖元年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,48,7.17.6,项羽本纪,沛公左司马曹无伤派人对项羽说：“沛公想称王关中，使子婴为相，占有了全部珍宝。”,-0206-10,+infinity,,汉高祖元年,7.17.6,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.6; TM=汉高祖元年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,49,7.17.7,项羽本纪,项羽怒气冲天他说：“明天早晨饱餐士卒，将击溃沛公的军队！”,-0206-10,+infinity,,明天早晨,7.17.7,-0206-10,+infinity,-0206-10-01to+infinity,,,1,明天早晨,,,,,Agent TimeBlock=7.17.7; TM=明天早晨; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,50,7.17.8,项羽本纪,这时，项羽有兵四十万，驻扎在新丰鸿门，沛公有兵十万，驻扎在霸上。,-0206-10,+infinity,,明天早晨,7.17.8,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.8; TM=明天早晨; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,51,7.17.9,项羽本纪,范增劝告项羽说：“沛公在山东时，贪财好货，喜爱美女。现在进了关，不收财物，不亲近妇女，由此看来，他的志向不小。我叫人观望他上空的云气，都呈龙虎形状，五颜六色，这是天子之气。赶快进击，不要失掉机会。”,-0206-10,+infinity,,汉高祖元年,7.17.9,-0206-10,+infinity,-0206-10-01to+infinity,,,1,在山东时,,,,,Agent TimeBlock=7.17.9; TM=汉高祖元年; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,52,7.18.1,项羽本纪,楚国左尹项伯这个人，是项羽的叔父，一向和留侯张良相友好。,-0206-10,+infinity,,汉高祖元年,7.17.9,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.9; TM=汉高祖元年; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,53,7.18.2,项羽本纪,张良这时跟随着沛公，项伯就夜间骑马跑到沛公军营，私下见到张良，讲述了事情的经过，打算叫张良和他一起离去。,-0206-10,+infinity,,汉高祖元年,7.17.9,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.9; TM=汉高祖元年; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,54,7.18.3,项羽本纪,他说：“不要跟他们一起死掉。”,-0206-10,+infinity,,汉高祖元年,7.17.9,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.9; TM=汉高祖元年; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,55,7.18.4,项羽本纪,张良说：“我为韩王护送沛公，现在沛公的事情发生了危急，逃走是不道义的，不能不说一声。”,-0206-10,+infinity,,汉高祖元年,7.17.9,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.9; TM=汉高祖元年; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,56,7.18.5,项羽本纪,张良就走了进去，把情况全部告诉了沛公。,-0206-10,+infinity,,汉高祖元年,7.17.9,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.9; TM=汉高祖元年; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C5,H-C5b,57,7.18.6,项羽本纪,沛公大吃一惊，说：“怎么办呢？”,-0206-10,+infinity,,汉高祖元年,7.17.9,-0206-10,+infinity,-0206-10-01to+infinity,,,,,,,,,Agent TimeBlock=7.17.9; TM=汉高祖元年; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0206-10,+infinity,,,
H-C6,H-C6a,1,8.9.1,高祖本纪,秦二世元年秋天，陈胜等在蕲县起义，到了陈县自立为王，号称“张楚”。,-0209-09,-0208-10,,秦二世元年秋,8.9.1,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,1,秦二世元年秋天,,,,,Agent TimeBlock=8.9.1; TM=秦二世元年秋; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0209-09,-0208-10,,,
H-C6,H-C6a,2,8.9.2,高祖本纪,各郡县都大多杀死长官，响应陈胜。,-0209-09,-0208-10,,秦二世元年秋,8.9.1,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,,,,,,,Agent TimeBlock=8.9.1; TM=秦二世元年秋; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0209-09,-0208-10,,,
H-C6,H-C6a,3,8.9.3,高祖本纪,沛县县令恐惧，想要以沛具响应陈胜，,-0209-09,-0208-10,,秦二世元年秋,8.9.1,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,,,,,,,Agent TimeBlock=8.9.1; TM=秦二世元年秋; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0209-09,-0208-10,,,
H-C6,H-C6a,4,8.9.4,高祖本纪,"主吏萧何、狱掾曹参对他说：“您身为秦朝的官吏，如今要叛秦起事，率领沛县子弟，恐怕他们不愿听命。希望您召集逃亡在外面的人,可以得到几百人。利用这股力量胁持群众，群众不敢不听您的命令。”",-0209-09,-0208-10,,秦二世元年秋,8.9.1,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,,,,,,,Agent TimeBlock=8.9.1; TM=秦二世元年秋; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0209-09,-0208-10,,,
H-C6,H-C6a,5,8.9.5,高祖本纪,县令就派樊哙去召唤刘季，刘季的队伍已经近百人了。,-0209-09,-0208-10,,秦二世元年秋,8.9.1,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,,,,,,,Agent TimeBlock=8.9.1; TM=秦二世元年秋; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0209-09,-0208-10,,,
H-C6,H-C6a,6,8.10.1,高祖本纪,于是樊哙跟着刘季来到沛县。,-0209-09,-0208-10,,秦二世元年秋,8.9.1,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,,,,,,,Agent TimeBlock=8.9.1; TM=秦二世元年秋; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0209-09,-0208-10,,,
H-C6,H-C6a,7,8.10.2,高祖本纪,沛县县令又后悔了，恐怕刘季发生变故，就关闭城门，派人防守，（不让刘季进城，）打算杀掉萧何、曹参。,-0209-09,-0208-10,,秦二世元年秋,8.9.1,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,,,,,,,Agent TimeBlock=8.9.1; TM=秦二世元年秋; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0209-09,-0208-10,,,
H-C6,H-C6a,8,8.10.3,高祖本纪,萧何、曹参恐惧，翻过城墙依附刘季。,-0209-09,-0208-10,,秦二世元年秋,8.9.1,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,,,,,,,Agent TimeBlock=8.9.1; TM=秦二世元年秋; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=2/3,-0209-09,-0208-10,,,
H-C6,H-C6a,9,8.10.4,高祖本纪,刘季用帛写了一封信，,-0209-09,-0208-10,,秦二世元年秋,8.9.1,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,,,,,,,Agent TimeBlock=8.9.1; TM=秦二世元年秋; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=2/3,-0209-09,-0208-10,,,
H-C6,H-C6a,10,8.10.5,高祖本纪,射到城上，告诉沛县父老说：“天下苦于秦朝的暴政已经很久了。现在父老为沛令守城，但各国诸侯都已起事，（一旦城破，）就要屠戮沛县。如果沛县父老共同起来杀死沛令，选择子弟中可以立为首领的做领导，以响应诸侯军，那就能保全身家性命。不然的话，父子全遭杀害，死得毫无意义。”,-0209-09,-0208-10,,,8.10.5,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,,,,,,,Agent TimeBlock=8.10.5; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0209-09,-0208-10,,,
H-C6,H-C6a,11,8.10.6,高祖本纪,父老们就率领子弟共同杀了沛令，打开城门，迎接刘季，想让他做柿县县令。,-0209-09,-0208-10,,,8.10.6,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,,,,,,,Agent TimeBlock=8.10.6; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0209-09,-0208-10,,,
H-C6,H-C6a,12,8.10.7,高祖本纪,刘季说：“天下正在混乱当中，诸侯都已起事，如果推选的将领不胜任，就会一败涂地。我不是吝惜自己的生命，只怕才劣力薄，不能保全父兄子弟。这是件大事，希望另外共同推选一位能够胜任的人。”,-0209-09,-0208-10,,,8.10.7,-0209-09,-0208-10,-0209-09-01to-0208-10-01,,,,,,,,,Agent TimeBlock=8.10.7; TM=; Granularity=0. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:medoid_runs=3,-0209-09,-0208-10,,,
