case_id,part_id,item_no,sentence_id,source_text,sentence,ai_start_ym,ai_end_ym,ai_unknown,ai_tm,ai_timeblock_id,ai_timeblock_start_tm,ai_timeblock_end_tm,ai_iso_range,ai_crossdoc_used,ai_crossdoc_source_timeblock,ai_oti_exists,ai_oti_text,ai_sink,ai_sink_reason,ai_interlude,ai_interlude_reason,ai_agent_note,participant_start_ym,participant_end_ym,participant_unknown,participant_notes,accepted_ai_without_edit
H-C1,H-C1,1,53.10.1,萧相国世家,汉十一年，陈豨反叛，高祖亲自率军到了邯郸。,-0196-10,-0196-10,,汉十一年,ec5c16db-4958-5f73-b7de-345523a3dbba.1.0001.1|ec5c16db-4958-5f73-b7de-345523a3dbba.1.0001.2,汉十一年,汉十一年,-0196-10to-0196-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉十一年; end_time=汉十一年; notes= | step11_postprocess=start[汉十一年->-0196-10] end[汉十一年->-0196-10],,,,,
H-C3,H-C3,47,8.26.1,高祖本纪,正月，项羽自立为西楚霸王，在梁、楚地区的九个郡称王，建都彭城。,-0205-01,-0205-01,,汉元年正月,62b31032-4759-5d29-88fc-7085948abde9.3.0047.1|62b31032-4759-5d29-88fc-7085948abde9.3.0047.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes=明确时间 | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C3,H-C3,48,8.26.2,高祖本纪,背弃原来的约定，改立沛公为汉王，在巴、蜀、汉中称玉，建都南郑。,-0205-01,-0205-01,,汉元年正月,62b31032-4759-5d29-88fc-7085948abde9.3.0048.1|62b31032-4759-5d29-88fc-7085948abde9.3.0048.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes=与8.26.1同时 | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C3,H-C3,49,8.26.3,高祖本纪,把关中瓜分为三，封立秦朝的三个将领：章邯为雍王，建都废丘：司马欣为塞王，建都栎阳；董翳为翟王，建都高奴。,-0205-01,-0205-01,,汉元年正月,62b31032-4759-5d29-88fc-7085948abde9.3.0049.1|62b31032-4759-5d29-88fc-7085948abde9.3.0049.2,汉元年正月,汉元年正月,-0205-01to-0205-01,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年正月; end_time=汉元年正月; notes=与8.26.1同时 | step11_postprocess=start[汉高祖元年正月->-0205-01] end[汉高祖元年正月->-0205-01],,,,,
H-C4,H-C4,1,7.28.1,项羽本纪,汉二年冬，项羽北上到达城阳，田荣也率军到此与项羽会战。,-0205-12,-0205-12,,汉二年冬,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0001.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0001.2,汉二年冬,汉二年冬,-0205-12to-0205-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年冬; end_time=汉二年冬; notes= | step11_postprocess=start[汉二年冬->-0205-12] end[汉二年冬->-0205-12],,,,,
H-C4,H-C4,2,7.28.2,项羽本纪,田荣兵败，逃到平原，平原百姓杀死了他。,-0205-12,-0205-12,,汉二年冬,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0002.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0002.2,汉二年冬,汉二年冬,-0205-12to-0205-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年冬; end_time=汉二年冬; notes= | step11_postprocess=start[汉二年冬->-0205-12] end[汉二年冬->-0205-12],,,,,
H-C4,H-C4,3,7.28.3,项羽本纪,楚军北进，烧毁齐国房屋，夷平齐国城郭，坑杀田荣降卒，掳掠老弱妇女。,-0205-12,-0205-12,,汉二年冬,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0003.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0003.2,汉二年冬,汉二年冬,-0205-12to-0205-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年冬; end_time=汉二年冬; notes= | step11_postprocess=start[汉二年冬->-0205-12] end[汉二年冬->-0205-12],,,,,
H-C4,H-C4,4,7.28.4,项羽本纪,在齐攻城略地，直至北海，到处烧杀掠夺。,-0205-12,-0205-12,,汉二年冬,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0004.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0004.2,汉二年冬,汉二年冬,-0205-12to-0205-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年冬; end_time=汉二年冬; notes= | step11_postprocess=start[汉二年冬->-0205-12] end[汉二年冬->-0205-12],,,,,
H-C4,H-C4,5,7.28.5,项羽本纪,齐国人联合起来反抗项羽。,-0205-12,-0205-12,,汉二年冬,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0005.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0005.2,汉二年冬,汉二年冬,-0205-12to-0205-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年冬; end_time=汉二年冬; notes= | step11_postprocess=start[汉二年冬->-0205-12] end[汉二年冬->-0205-12],,,,,
H-C4,H-C4,6,7.28.6,项羽本纪,田荣的弟弟田横收集齐国逃散的士卒，得到几万人，反于城阳。,-0205-12,-0205-12,,汉二年冬,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0006.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0006.2,汉二年冬,汉二年冬,-0205-12to-0205-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年冬; end_time=汉二年冬; notes= | step11_postprocess=start[汉二年冬->-0205-12] end[汉二年冬->-0205-12],,,,,
H-C4,H-C4,7,7.28.7,项羽本纪,项王因此留下来，连续攻打几次都没有攻下城阳。,-0205-12,-0205-12,,汉二年冬,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0007.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0007.2,汉二年冬,汉二年冬,-0205-12to-0205-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年冬; end_time=汉二年冬; notes= | step11_postprocess=start[汉二年冬->-0205-12] end[汉二年冬->-0205-12],,,,,
H-C4,H-C4,8,7.29.1,项羽本纪,春天，汉王统率五路诸侯的军队，共五十六万人，东进伐楚。,-0204-03,-0204-03,,汉二年春,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0008.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0008.2,汉二年春,汉二年春,-0204-03to-0204-03,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年春; end_time=汉二年春; notes= | step11_postprocess=start[汉二年春->-0204-03] end[汉二年春->-0204-03],,,,,
H-C4,H-C4,9,7.29.2,项羽本纪,项王听到这个消息，即令诸将攻打齐国，而自己带领精兵三万人南下，由鲁越过胡陵。,-0204-03,-0204-03,,汉二年春,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0009.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0009.2,汉二年春,汉二年春,-0204-03to-0204-03,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年春; end_time=汉二年春; notes= | step11_postprocess=start[汉二年春->-0204-03] end[汉二年春->-0204-03],,,,,
H-C4,H-C4,10,7.29.3,项羽本纪,四月，汉军都已进入彭城，搜掠财物珍宝和美女，天天设筵会饮，项王向西进发，到达萧县，早晨攻击汉军，向东进发，到达彭城，中午，把汉军打得大败。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0010.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0010.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,11,7.29.4,项羽本纪,汉军溃退，相继逃入谷水、泗水，楚军杀死了十多万汉军士卒。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0011.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0011.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,12,7.29.5,项羽本纪,汉军向南往山里逃跑，楚军又追击到灵壁东面的睢水上。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0012.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0012.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,13,7.29.6,项羽本纪,汉军退却，为楚军所逼，拥挤在一起，多被杀伤，汉军十多万人落入睢水，睢水为之不流。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0013.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0013.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,14,7.29.7,项羽本纪,楚军把汉王包围了三层。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0014.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0014.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,15,7.29.8,项羽本纪,这时大风从西北刮起，吹断了树木，掀毁了房屋，飞沙走石，天色昏昏沉沉，（狂风夹杂着沙石）向楚军迎面扑来。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0015.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0015.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,16,7.29.9,项羽本纪,楚军大乱，阵形溃散，汉王才得以和几十个骑兵逃走。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0016.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0016.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,17,7.29.10,项羽本纪,打算经过沛县，接取家眷西行；楚军也派人追往沛县，掠取汉王家眷。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0017.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0017.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,18,7.29.11,项羽本纪,家眷都已逃亡，没有和汉王相见。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0018.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0018.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,19,7.29.12,项羽本纪,汉王在路上遇到了孝惠、鲁元，就用车拉着一块儿走。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0019.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0019.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,20,7.29.13,项羽本纪,楚军骑兵追赶汉王，汉王着急了，把孝惠、鲁元推下车去，膝公便下车把他们抱上来，这样推下抱上了好几次。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0020.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0020.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,21,7.29.14,项羽本纪,滕公说：“事虽危急，不是可以把车赶得快一些！怎么能丢弃他们！”,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0021.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0021.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,22,7.29.15,项羽本纪,汉王终于脱身而出。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0022.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0022.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,23,7.29.16,项羽本纪,他寻找太公、吕后，没有找到。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0023.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0023.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,24,7.29.17,项羽本纪,审食其跟随太公、吕后从小路潜行，寻找汉王，反而碰上了楚军。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0024.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0024.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,25,7.29.18,项羽本纪,楚军就带他们回到军营，报告了项王，项王把他们拘留在军营里。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0025.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0025.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,26,7.30.1,项羽本纪,这时吕后的哥哥周吕侯为汉率兵驻扎在下邑，汉王抄小路来到周吕侯那里，稍稍收集了一些逃散的士卒。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0026.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0026.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,27,7.30.2,项羽本纪,到了荥阳，各路败军都会合在一起，萧何也征发关中没有著籍的老弱全部来到荥阳，声势又振作起来。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0027.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0027.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,28,7.30.3,项羽本纪,楚军从彭城出发，常常乘胜追击败兵，与汉军在荥阳南面的京、索之间交战，汉军打败了楚军，楚军因此不能越过荥阳西进。,-0204-04,-0204-04,,汉二年四月,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0028.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0028.2,汉二年四月,汉二年四月,-0204-04to-0204-04,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年四月; end_time=汉二年四月; notes= | step11_postprocess=start[汉二年四月->-0204-04] end[汉二年四月->-0204-04],,,,,
H-C4,H-C4,29,7.31.1,项羽本纪,项王解救彭城，追赶汉王到达荥阳，田横乘机收复了齐国，立田荣子田广为齐王。,-0205-10,-0205-10,,汉二年,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0029.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0029.2,汉二年,汉二年,-0205-10to-0205-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年; end_time=汉二年; notes=田横乘机收复齐国，时间在项羽解救彭城后，仍属汉二年 | step11_postprocess=start[汉二年->-0205-10] end[汉二年->-0205-10],,,,,
H-C4,H-C4,30,7.31.2,项羽本纪,汉王在彭城战败，诸侯又都向楚背汉。,-0205-10,-0205-10,,汉二年,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0030.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0030.2,汉二年,汉二年,-0205-10to-0205-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年; end_time=汉二年; notes= | step11_postprocess=start[汉二年->-0205-10] end[汉二年->-0205-10],,,,,
H-C4,H-C4,31,7.31.3,项羽本纪,汉军驻扎在荥阳，修筑了一条甬道，与黄河相连，以便运取敖仓的粮食。,-0205-10,-0205-10,,汉二年,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0031.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0031.2,汉二年,汉二年,-0205-10to-0205-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉二年; end_time=汉二年; notes= | step11_postprocess=start[汉二年->-0205-10] end[汉二年->-0205-10],,,,,
H-C4,H-C4,32,7.32.1,项羽本纪,汉三年，项王屡次侵夺汉军的甬道，汉王粮食缺乏，恐慌起来，请求讲和，划分荥阳以西归汉。,-0204-10,-0204-10,,汉三年,f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0032.1|f04f10b6-1ed9-5d64-b709-6e5d331ba799.4.0032.2,汉三年,汉三年,-0204-10to-0204-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉三年; end_time=汉三年; notes= | step11_postprocess=start[汉三年->-0204-10] end[汉三年->-0204-10],,,,,
H-C5,H-C5a,1,8.16.1,高祖本纪,秦二世三年，楚怀王看到项梁的军队被打垮了，心里恐惧，迁离盱台，建都彭城，合并吕臣、项羽的军队，亲自统率。,-0207-10,-0207-10,,秦二世三年,c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0001.1|c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0001.2,秦二世三年,秦二世三年,-0207-10to-0207-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世三年; end_time=秦二世三年; notes= | step11_postprocess=start[秦二世三年->-0207-10] end[秦二世三年->-0207-10],,,,,
H-C5,H-C5a,2,8.16.2,高祖本纪,以沛公任砀郡长，封为武安侯，统领砀郡的军队。,-0207-10,-0207-10,,秦二世三年,c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0002.1|c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0002.2,秦二世三年,秦二世三年,-0207-10to-0207-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世三年; end_time=秦二世三年; notes= | step11_postprocess=start[秦二世三年->-0207-10] end[秦二世三年->-0207-10],,,,,
H-C5,H-C5a,3,8.16.3,高祖本纪,封项羽为长安侯，号为鲁公。,-0207-10,-0207-10,,秦二世三年,c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0003.1|c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0003.2,秦二世三年,秦二世三年,-0207-10to-0207-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世三年; end_time=秦二世三年; notes= | step11_postprocess=start[秦二世三年->-0207-10] end[秦二世三年->-0207-10],,,,,
H-C5,H-C5a,4,8.16.4,高祖本纪,吕臣任司徒，他的父亲吕青作令尹。,-0207-10,-0207-10,,秦二世三年,c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0004.1|c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0004.2,秦二世三年,秦二世三年,-0207-10to-0207-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世三年; end_time=秦二世三年; notes= | step11_postprocess=start[秦二世三年->-0207-10] end[秦二世三年->-0207-10],,,,,
H-C5,H-C5a,5,8.17.1,高祖本纪,赵多次请求救援，楚怀王就以宋义为上将军，项羽为次将，范增为未将，北上救赵。,-0207-10,-0207-10,,秦二世三年,c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0005.1|c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0005.2,秦二世三年,秦二世三年,-0207-10to-0207-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世三年; end_time=秦二世三年; notes= | step11_postprocess=start[秦二世三年->-0207-10] end[秦二世三年->-0207-10],,,,,
H-C5,H-C5a,6,8.17.2,高祖本纪,命令沛公西出略地，打入关中。,-0207-10,-0207-10,,秦二世三年,c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0006.1|c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0006.2,秦二世三年,秦二世三年,-0207-10to-0207-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世三年; end_time=秦二世三年; notes= | step11_postprocess=start[秦二世三年->-0207-10] end[秦二世三年->-0207-10],,,,,
H-C5,H-C5a,7,8.17.3,高祖本纪,同将领们约定：先攻入关中的，就封在关中做王。,-0207-10,-0207-10,,秦二世三年,c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0007.1|c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0007.2,秦二世三年,秦二世三年,-0207-10to-0207-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世三年; end_time=秦二世三年; notes= | step11_postprocess=start[秦二世三年->-0207-10] end[秦二世三年->-0207-10],,,,,
H-C5,H-C5a,8,8.18.1,高祖本纪,这时候，秦军强盛，常常乘胜追击，众将领没有认为先入关的是有利的。,-0207-10,-0207-10,,秦二世三年,c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0008.1|c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0008.2,秦二世三年,秦二世三年,-0207-10to-0207-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世三年; end_time=秦二世三年; notes= | step11_postprocess=start[秦二世三年->-0207-10] end[秦二世三年->-0207-10],,,,,
H-C5,H-C5a,9,8.18.2,高祖本纪,唯独项羽痛恨秦打垮了项梁的军队，心中愤激，愿和沛公西进入关。,-0207-10,-0207-10,,秦二世三年,c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0009.1|c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0009.2,秦二世三年,秦二世三年,-0207-10to-0207-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世三年; end_time=秦二世三年; notes= | step11_postprocess=start[秦二世三年->-0207-10] end[秦二世三年->-0207-10],,,,,
H-C5,H-C5a,10,8.18.3,高祖本纪,怀王的老将都说：“项羽为人轻捷而凶猛，狡诈而残忍。项羽曾经攻打襄城，襄城没有留下一个活人，全都活埋了。所经过的地方，无不残杀毁灭。况且楚军多次进兵攻取，（没有获胜，）以前陈王、项梁都失败了。不如另派宽厚长者，以正义为号召，向西进发，把道理向秦父老兄弟讲清楚。秦父老兄弟苦于他们君主的统治很久了，现在如果真能得到宽厚长者去关中，不加欺凌暴虐，应该能够拿下关中。而今项羽剽悍，不可派遣。只有沛公向来是宽大长者，可以派遣。”,-0207-10,-0207-10,,秦二世三年,c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0010.1|c95927ac-06a3-5308-a8b3-2291f462f5b9.5.0010.2,秦二世三年,秦二世三年,-0207-10to-0207-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=秦二世三年; end_time=秦二世三年; notes= | step11_postprocess=start[秦二世三年->-0207-10] end[秦二世三年->-0207-10],,,,,
